Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Heat Dissipation Failure,No Failure,Overstrain Failure,Power Failure,Random Failures,Tool Wear Failure,Target
0,303.6,313.0,1534,39.7,115,0,1,0,0,0,0,0
0,299.2,308.4,1350,51.3,96,0,1,0,0,0,0,0
1,303.4,311.5,1817,24.7,125,0,1,0,0,0,0,0
1,298.8,309.8,1490,38.6,127,0,1,0,0,0,0,0
0,298.8,309.8,1634,33.6,27,0,1,0,0,0,0,0
0,299.8,310.2,1654,32.7,159,0,1,0,0,0,0,0
0,302.0,310.0,1664,28.6,190,0,1,0,0,0,0,0
0,301.2,310.6,1389,45.3,64,0,1,0,0,0,0,0
0,299.8,310.8,1409,51.9,154,0,1,0,0,0,0,0
1,297.0,307.9,1569,33.3,141,0,1,0,0,0,0,0
0,300.5,311.6,1444,49.3,92,0,1,0,0,0,0,0
0,299.4,308.6,1415,56.4,175,0,1,0,0,0,0,0
0,299.6,309.2,1540,36.7,221,0,1,0,0,0,0,0
1,303.8,312.8,1420,47.9,200,0,1,0,0,0,0,0
0,298.1,308.9,2136,15.9,78,0,1,0,0,0,0,0
1,298.1,308.8,1811,25.4,147,0,1,0,0,0,0,0
0,302.9,310.8,1610,32.2,17,0,1,0,0,0,0,0
0,298.2,308.4,1452,43.5,158,0,1,0,0,0,0,0
1,298.1,308.0,1924,20.8,29,0,1,0,0,0,0,0
1,300.1,310.1,1501,39.3,195,0,1,0,0,0,0,0
0,299.5,309.3,1577,36.6,14,0,1,0,0,0,0,0
2,303.3,311.4,1651,30.6,50,0,1,0,0,0,0,0
2,302.7,310.8,1275,55.0,25,1,0,0,0,0,0,1
0,300.6,310.2,1622,34.1,3,0,1,0,0,0,0,0
1,301.4,310.7,1375,42.0,168,0,1,0,0,0,0,0
0,303.7,312.5,1641,36.0,125,0,1,0,0,0,0,0
0,299.8,309.4,1460,37.4,25,0,1,0,0,0,0,0
1,297.8,307.4,1330,51.7,183,0,1,0,0,0,0,0
0,298.4,309.3,1716,28.4,66,0,1,0,0,0,0,0
0,304.1,313.0,1566,37.2,7,0,1,0,0,0,0,0
0,297.6,308.6,1576,32.7,83,0,1,0,0,0,0,0
0,298.3,308.9,1708,28.0,42,0,1,0,0,0,0,0
0,302.6,310.5,1450,43.2,68,0,1,0,0,0,0,0
1,299.7,309.6,1540,34.4,91,0,1,0,0,0,0,0
0,298.8,309.5,1645,32.8,157,0,1,0,0,0,0,0
2,296.6,307.4,1333,50.2,177,0,1,0,0,0,0,0
1,300.8,310.6,1545,37.5,155,0,1,0,0,0,0,0
0,302.3,310.8,1465,43.8,7,0,1,0,0,0,0,0
0,297.2,308.0,1705,26.0,200,0,1,0,0,0,0,0
0,300.3,311.8,1746,26.3,187,0,1,0,0,0,0,0
0,301.5,310.5,1593,32.9,155,0,1,0,0,0,0,0
0,299.0,309.1,1394,45.1,179,0,1,0,0,0,0,0
1,300.7,309.6,1439,43.0,61,0,1,0,0,0,0,0
1,302.2,311.5,1479,39.5,36,0,1,0,0,0,0,0
0,297.3,307.9,1628,30.2,80,0,1,0,0,0,0,0
0,297.6,308.3,1658,34.3,59,0,1,0,0,0,0,0
2,300.0,311.4,1641,34.5,155,0,1,0,0,0,0,0
0,302.0,310.8,2143,17.3,227,0,1,0,0,0,0,0
1,298.6,309.5,1404,43.3,33,0,1,0,0,0,0,0
0,302.1,311.5,1444,44.9,97,0,1,0,0,0,0,0
0,301.7,311.2,1482,43.6,154,0,1,0,0,0,0,0
0,301.2,310.3,1548,38.6,59,0,1,0,0,0,0,0
2,302.0,310.6,1438,43.2,12,0,1,0,0,0,0,0
0,300.7,311.9,1486,35.8,32,0,1,0,0,0,0,0
0,303.6,311.9,1473,50.1,84,0,1,0,0,0,0,0
1,297.4,309.0,1497,41.8,144,0,1,0,0,0,0,0
1,302.4,311.0,1490,37.1,168,0,1,0,0,0,0,0
0,297.6,308.6,1529,45.3,15,0,1,0,0,0,0,0
0,301.8,310.6,1295,62.3,91,0,1,0,0,0,0,0
0,299.8,309.2,1400,42.6,210,0,1,0,0,0,0,0
1,295.8,306.5,1514,37.7,60,0,1,0,0,0,0,0
0,297.5,308.2,1610,33.6,115,0,1,0,0,0,0,0
0,297.1,308.5,1483,46.9,203,0,1,0,0,0,0,0
1,301.9,310.8,1563,39.2,39,0,1,0,0,0,0,0
0,301.0,310.9,1473,44.2,116,0,1,0,0,0,0,0
1,301.0,309.6,1397,48.0,135,0,1,0,0,0,0,0
1,303.3,311.8,1489,49.4,64,0,1,0,0,0,0,0
1,298.4,309.0,1507,36.1,191,0,1,0,0,0,0,0
0,302.6,312.1,1420,51.6,182,0,1,0,0,0,0,0
0,301.7,311.2,1517,42.4,113,0,1,0,0,0,0,0
0,298.6,309.5,1687,29.3,47,0,1,0,0,0,0,0
2,296.9,307.8,1345,54.5,172,0,1,0,0,0,0,0
0,300.8,309.6,1498,45.8,47,0,1,0,0,0,0,0
0,301.6,310.9,1706,29.5,193,0,1,0,0,0,0,0
0,297.4,308.4,1421,46.0,124,0,1,0,0,0,0,0
0,300.2,310.3,1202,59.5,40,0,1,0,0,0,0,0
0,303.5,311.6,1361,46.5,62,1,0,0,0,0,0,1
0,303.5,312.1,1326,55.7,114,0,1,0,0,0,0,0
2,300.6,310.6,1448,44.7,55,0,1,0,0,0,0,0
0,300.4,311.4,1728,31.7,133,0,1,0,0,0,0,0
0,300.2,310.2,1440,42.9,191,0,1,0,0,0,0,0
0,299.0,309.1,1592,35.0,200,0,1,0,0,0,0,0
1,303.6,312.3,1630,32.4,223,0,1,0,0,0,0,0
0,302.0,309.7,1414,36.3,209,0,1,0,0,0,0,0
0,301.6,310.8,1418,44.7,46,0,1,0,0,0,0,0
0,298.4,309.2,1651,28.5,141,0,1,0,0,0,0,0
2,296.7,307.5,1607,33.6,38,0,1,0,0,0,0,0
1,299.3,310.6,1457,42.1,104,0,1,0,0,0,0,0
0,300.4,311.5,1596,32.5,154,0,1,0,0,0,0,0
1,303.7,312.9,1511,41.0,33,0,1,0,0,0,0,0
0,304.2,313.4,1421,43.4,56,0,1,0,0,0,0,0
1,298.8,308.6,1707,28.1,103,0,1,0,0,0,0,0
0,298.7,308.4,1373,46.9,60,0,1,0,0,0,0,0
0,298.8,309.6,1613,27.7,143,0,1,0,0,0,0,0
0,299.8,309.5,1739,27.5,128,0,1,0,0,0,0,0
1,298.8,308.5,1425,47.4,90,0,1,0,0,0,0,0
0,299.3,309.1,1493,38.0,151,0,1,0,0,0,0,0
0,297.6,308.7,1365,50.6,143,0,1,0,0,0,0,0
0,301.8,310.9,1449,36.5,33,0,1,0,0,0,0,0
1,296.9,308.1,1357,41.8,127,0,1,0,0,0,0,0
0,299.1,310.1,1894,20.1,106,0,1,0,0,0,0,0
0,301.5,310.7,1426,46.1,81,0,1,0,0,0,0,0
1,300.7,309.5,1733,26.7,108,0,1,0,0,0,0,0
1,300.4,309.5,1888,21.9,221,0,1,0,0,0,0,0
0,299.1,309.0,1405,53.8,18,0,1,0,0,0,0,0
0,302.4,311.0,2211,15.4,203,0,1,0,0,0,0,0
1,300.2,309.0,1642,31.2,37,0,1,0,0,0,0,0
0,302.5,310.4,1487,40.2,48,0,1,0,0,0,0,0
0,299.7,309.2,1478,38.8,199,0,1,0,0,0,0,0
1,297.7,308.8,2089,19.1,111,0,1,0,0,0,0,0
0,298.2,308.2,1988,21.4,41,0,1,0,0,0,0,0
0,298.0,307.8,1453,37.7,119,0,1,0,0,0,0,0
0,298.2,309.0,1643,34.1,91,0,1,0,0,0,0,0
0,301.9,311.0,1376,44.9,186,0,1,0,0,0,0,0
0,298.8,310.3,1553,36.8,97,0,1,0,0,0,0,0
0,298.2,307.7,1459,44.5,89,0,1,0,0,0,0,0
0,302.3,311.3,1621,31.6,135,0,1,0,0,0,0,0
0,302.0,311.2,1420,45.8,192,0,1,0,0,0,0,0
1,299.2,308.4,1415,43.5,53,0,1,0,0,0,0,0
0,299.0,309.0,1544,31.8,25,0,1,0,0,0,0,0
1,300.3,309.3,1391,57.9,204,0,1,0,0,0,0,0
1,297.2,308.5,1604,34.9,200,0,1,0,0,0,0,0
0,297.3,308.6,1273,59.8,182,0,1,0,0,0,0,0
2,298.7,309.2,1449,42.3,182,0,1,0,0,0,0,0
0,302.0,310.5,1635,39.8,99,0,1,0,0,0,0,0
0,301.0,310.9,1809,25.7,192,0,1,0,0,0,0,0
1,301.3,310.5,1481,39.7,85,0,1,0,0,0,0,0
0,299.1,308.6,1555,36.6,104,0,1,0,0,0,0,0
0,299.7,309.1,1417,50.1,187,0,1,0,0,0,0,0
2,299.7,309.2,1355,44.8,127,0,1,0,0,0,0,0
1,296.3,307.4,1335,50.5,48,0,1,0,0,0,0,0
0,298.9,310.0,1422,43.6,78,0,1,0,0,0,0,0
0,298.7,309.8,1589,31.8,217,0,1,0,0,0,0,0
2,299.0,308.2,1662,30.4,55,0,1,0,0,0,0,0
0,302.2,310.4,1743,28.1,170,0,1,0,0,0,0,0
0,299.0,310.1,1470,40.3,83,0,1,0,0,0,0,0
0,298.2,309.4,1398,52.9,79,0,1,0,0,0,0,0
0,301.1,310.8,1470,49.3,116,0,1,0,0,0,0,0
1,303.6,312.5,1607,33.7,14,0,1,0,0,0,0,0
0,304.0,313.0,1407,42.1,5,0,1,0,0,0,0,0
0,298.0,307.7,1442,43.6,148,0,1,0,0,0,0,0
0,296.7,307.9,1420,50.1,138,0,1,0,0,0,0,0
0,303.8,313.0,1452,38.6,72,0,1,0,0,0,0,0
0,302.4,310.2,1503,36.2,166,0,1,0,0,0,0,0
1,300.7,311.0,1740,25.6,176,0,1,0,0,0,0,0
1,298.2,309.0,1508,40.5,192,0,1,0,0,0,0,0
0,298.0,308.7,1462,48.2,204,0,1,0,0,0,0,0
0,297.9,308.6,1691,29.6,116,0,1,0,0,0,0,0
1,298.5,309.4,1565,33.7,150,0,1,0,0,0,0,0
0,297.4,308.9,1708,28.8,174,0,1,0,0,0,0,0
0,297.1,308.3,1496,45.8,190,0,1,0,0,0,0,0
0,303.3,312.2,1457,40.7,48,0,1,0,0,0,0,0
1,297.8,309.2,1295,61.2,12,0,1,0,0,0,0,0
0,304.2,313.2,1464,44.9,37,0,1,0,0,0,0,0
0,300.5,311.8,1596,34.8,87,0,1,0,0,0,0,0
0,300.2,311.0,1627,33.7,147,0,1,0,0,0,0,0
0,298.8,308.8,1555,40.6,61,0,1,0,0,0,0,0
1,295.7,306.4,1387,40.1,81,0,1,0,0,0,0,0
0,298.2,309.0,1489,40.6,89,0,1,0,0,0,0,0
0,302.3,310.9,1545,36.7,18,0,1,0,0,0,0,0
0,299.0,310.1,1583,35.8,142,0,1,0,0,0,0,0
0,300.1,310.1,1684,30.8,13,0,1,0,0,0,0,0
1,302.0,310.8,1445,46.3,17,0,1,0,0,0,0,0
0,299.8,309.4,1436,51.6,158,0,1,0,0,0,0,0
2,300.4,310.2,1431,43.2,0,0,1,0,0,0,0,0
0,300.7,311.9,1476,42.0,196,0,1,0,0,0,0,0
1,300.3,309.4,1612,33.1,150,0,1,0,0,0,0,0
0,302.0,310.5,1651,30.9,146,0,1,0,0,0,0,0
0,300.3,311.5,1634,31.9,36,0,1,0,0,0,0,0
2,298.3,309.0,1379,43.2,0,0,1,0,0,0,0,0
0,300.4,311.7,1459,45.6,3,0,1,0,0,0,0,0
1,303.6,312.0,1435,37.9,98,0,1,0,0,0,0,0
0,298.2,308.1,1462,49.9,69,0,1,0,0,0,0,0
1,300.8,310.9,1514,38.7,66,0,1,0,0,0,0,0
0,299.4,308.7,1446,62.9,134,0,0,0,1,0,0,1
0,300.1,311.7,1503,42.6,208,0,1,0,0,0,0,0
0,301.8,309.5,1525,39.6,227,0,1,0,0,0,0,0
0,302.5,312.2,1775,27.9,56,0,1,0,0,0,0,0
1,301.2,310.7,1962,22.5,28,0,1,0,0,0,0,0
0,297.5,308.2,1489,40.7,141,0,1,0,0,0,0,0
0,301.8,310.0,2032,19.0,203,0,1,0,0,0,0,0
1,297.5,309.5,1553,42.4,60,0,1,0,0,0,0,0
1,297.2,308.5,1364,55.6,163,0,1,0,0,0,0,0
0,296.8,308.0,1666,29.8,41,0,1,0,0,0,0,0
0,301.3,311.0,1542,33.6,80,0,1,0,0,0,0,0
1,300.0,309.0,1368,45.8,81,0,1,0,0,0,0,0
1,297.4,307.9,1627,34.3,166,0,1,0,0,0,0,0
0,297.8,307.6,1607,30.3,62,0,1,0,0,0,0,0
0,298.6,309.8,1469,42.8,205,0,1,0,0,0,0,0
0,299.8,310.8,1376,48.6,159,0,1,0,0,0,0,0
0,303.1,311.3,1657,31.8,217,0,1,0,0,0,0,0
0,302.6,311.0,1660,38.0,99,0,1,0,0,0,0,0
0,298.2,307.8,1375,46.6,188,0,1,0,0,0,0,0
1,299.6,310.1,1357,48.7,96,0,1,0,0,0,0,0
1,300.0,310.5,1790,25.7,123,0,1,0,0,0,0,0
0,303.9,313.2,1481,44.1,197,0,1,0,0,0,0,0
0,299.6,310.9,1229,65.2,209,0,0,1,0,0,0,1
1,300.3,311.9,1677,30.8,48,0,1,0,0,0,0,0
0,298.9,308.4,1301,51.1,138,0,1,0,0,0,0,0
0,300.0,310.0,1486,41.8,69,0,1,0,0,0,0,0
0,303.6,312.9,1873,23.5,7,0,1,0,0,0,0,0
1,297.3,308.1,1731,27.7,42,0,1,0,0,0,0,0
0,299.0,310.3,1483,39.2,153,0,1,0,0,0,0,0
0,302.1,311.2,1454,59.2,153,0,0,0,1,0,0,1
0,302.9,312.3,1435,47.7,173,0,1,0,0,0,0,0
0,300.8,309.4,1946,20.5,111,0,1,0,0,0,0,0
0,296.6,307.6,1542,37.4,88,0,1,0,0,0,0,0
0,301.2,310.3,1499,38.1,61,0,1,0,0,0,0,0
2,300.2,310.3,1408,42.5,0,0,1,0,0,0,0,0
0,298.0,308.0,1615,29.5,15,0,1,0,0,0,0,0
1,300.1,310.4,1480,37.1,77,0,1,0,0,0,0,0
0,297.6,308.6,1355,46.4,13,0,1,0,0,0,0,0
0,299.8,311.2,1533,35.9,137,0,1,0,0,0,0,0
0,301.5,311.2,1700,28.8,39,0,1,0,0,0,0,0
0,299.5,309.3,1941,22.5,18,0,1,0,0,0,0,0
1,300.7,311.7,1701,30.8,44,0,1,0,0,0,0,0
1,297.6,309.2,1442,48.1,0,0,1,0,0,0,0,0
1,303.5,312.9,1883,23.3,100,0,1,0,0,0,0,0
0,297.2,308.4,1462,51.2,102,0,1,0,0,0,0,0
0,298.5,310.0,1804,26.1,22,0,1,0,0,0,0,0
0,298.6,309.9,1356,59.5,34,0,1,0,0,0,0,0
1,304.1,313.2,1410,42.4,155,0,1,0,0,0,0,0
1,299.3,308.5,1304,60.6,8,0,1,0,0,0,0,0
1,303.7,312.8,1558,37.7,206,0,1,0,0,0,0,0
1,297.4,308.3,1405,51.7,108,0,1,0,0,0,0,0
0,298.6,310.0,1522,40.3,32,0,1,0,0,0,0,0
0,301.4,310.7,1584,32.2,17,0,1,0,0,0,0,0
1,298.5,308.3,1381,50.5,22,0,1,0,0,0,0,0
1,302.1,311.5,1383,53.6,108,0,1,0,0,0,0,0
1,298.7,309.6,1254,57.1,124,0,1,0,0,0,0,0
1,300.2,311.6,1467,40.7,23,0,1,0,0,0,0,0
2,302.1,311.2,1598,37.9,148,0,1,0,0,0,0,0
1,300.9,310.8,1695,30.2,188,0,1,0,0,0,0,0
0,297.3,308.7,1491,40.2,112,0,1,0,0,0,0,0
1,296.3,307.2,1446,45.9,180,0,1,0,0,0,0,0
0,299.8,311.3,1560,35.4,178,0,1,0,0,0,0,0
0,301.2,310.2,1385,42.3,42,0,1,0,0,0,0,0
1,297.2,308.3,1429,42.0,6,0,1,0,0,0,0,0
0,297.4,309.2,1274,54.3,121,0,1,0,0,0,0,0
0,296.7,308.1,1450,40.9,195,0,1,0,0,0,0,0
0,299.8,309.6,1374,51.6,137,0,1,0,0,0,0,0
0,302.6,310.5,1748,28.2,2,0,1,0,0,0,0,0
0,300.6,309.4,1549,43.4,233,0,1,0,0,0,0,0
0,297.3,308.7,1551,40.0,125,0,1,0,0,0,0,0
0,301.5,310.4,1270,54.2,26,0,1,0,0,0,0,0
1,299.8,309.3,1470,42.7,119,0,1,0,0,0,0,0
0,301.2,311.4,1757,28.0,6,0,1,0,0,0,0,0
0,300.5,311.4,1442,47.0,53,0,1,0,0,0,0,0
0,300.1,311.4,1430,40.9,93,0,1,0,0,0,0,0
0,297.8,308.9,1871,25.6,200,0,0,0,0,0,1,1
0,300.2,309.7,1678,30.5,142,0,1,0,0,0,0,0
2,303.3,312.6,1827,24.2,132,0,1,0,0,0,0,0
1,298.9,309.6,1567,34.5,204,0,1,0,0,0,0,0
1,300.6,309.4,1312,45.2,73,0,1,0,0,0,0,0
0,297.7,309.1,1477,38.3,60,0,1,0,0,0,0,0
0,298.8,308.7,1490,33.6,71,0,1,0,0,0,0,0
1,300.1,309.6,1501,38.0,157,0,1,0,0,0,0,0
0,296.2,306.9,1516,39.1,138,0,1,0,0,0,0,0
0,303.2,312.6,1601,35.3,148,0,1,0,0,0,0,0
0,298.8,308.9,1402,37.9,2,0,1,0,0,0,0,0
1,301.9,310.9,2305,16.1,42,0,1,0,0,0,0,0
1,301.1,310.7,1583,40.7,2,0,1,0,0,0,0,0
0,299.6,310.7,1922,23.3,205,0,0,0,0,0,1,1
0,297.5,308.4,1440,35.9,13,0,1,0,0,0,0,0
1,299.8,309.1,1456,39.4,209,0,1,0,0,0,0,0
0,301.7,310.5,1377,43.1,183,0,1,0,0,0,0,0
1,300.9,310.8,1790,26.2,191,0,1,0,0,0,0,0
0,300.2,311.4,1433,37.9,36,0,1,0,0,0,0,0
0,299.3,308.9,1376,60.3,163,0,1,0,0,0,0,0
0,300.9,310.1,2090,17.8,133,0,1,0,0,0,0,0
0,299.2,308.5,1438,46.6,63,0,1,0,0,0,0,0
0,297.5,308.6,1793,26.7,70,0,1,0,0,0,0,0
1,303.8,312.6,1684,29.3,167,0,1,0,0,0,0,0
0,302.8,310.6,1470,41.1,205,0,1,0,0,0,0,0
1,297.5,308.4,1685,28.1,15,0,1,0,0,0,0,0
0,301.4,310.4,1301,51.2,112,0,1,0,0,0,0,0
1,301.4,310.5,1217,60.6,103,0,1,0,0,0,0,0
0,298.0,307.7,1479,42.5,47,0,1,0,0,0,0,0
0,298.8,308.6,1501,35.0,55,0,1,0,0,0,0,0
0,298.8,308.9,1527,32.4,189,0,1,0,0,0,0,0
0,297.1,308.1,1584,36.8,215,0,1,0,0,0,0,0
2,298.8,309.2,1425,53.9,135,0,1,0,0,0,0,0
1,296.7,307.7,1597,32.1,114,0,1,0,0,0,0,0
2,302.0,310.9,1679,29.0,222,0,1,0,0,0,0,0
1,295.8,306.3,1235,76.2,89,0,0,0,1,0,0,1
0,299.9,309.5,2008,20.4,165,0,1,0,0,0,0,0
0,300.4,311.8,1272,59.2,198,0,0,1,0,0,0,1
0,299.1,308.4,1693,31.6,65,0,1,0,0,0,0,0
2,303.4,312.3,1522,42.1,62,0,1,0,0,0,0,0
0,298.6,309.8,1544,30.2,113,0,1,0,0,0,0,0
1,300.1,310.4,1556,38.1,92,0,1,0,0,0,0,0
1,304.0,313.2,1500,40.6,124,0,1,0,0,0,0,0
0,299.1,308.5,1676,31.0,69,0,1,0,0,0,0,0
1,301.4,310.7,1639,29.8,127,0,1,0,0,0,0,0
0,298.3,308.6,1570,34.8,175,0,1,0,0,0,0,0
1,299.0,310.3,1540,38.1,182,0,1,0,0,0,0,0
0,298.8,309.1,1368,50.8,115,0,1,0,0,0,0,0
0,296.7,307.8,1382,47.5,37,0,1,0,0,0,0,0
0,297.4,308.2,1419,50.0,52,0,1,0,0,0,0,0
0,298.4,309.5,1545,36.6,117,0,1,0,0,0,0,0
1,298.3,307.7,1439,43.8,111,0,1,0,0,0,0,0
0,302.4,311.4,1831,26.9,121,0,1,0,0,0,0,0
1,297.8,309.7,1700,31.3,200,0,1,0,0,0,0,0
0,298.4,308.1,1395,44.0,92,0,1,0,0,0,0,0
1,301.4,311.2,1541,36.3,28,0,1,0,0,0,0,0
0,299.1,310.7,1309,51.1,188,0,1,0,0,0,0,0
0,300.2,310.3,1514,38.7,48,0,1,0,0,0,0,0
1,298.1,308.9,1353,46.2,173,0,1,0,0,0,0,0
0,297.5,308.6,1513,39.7,32,0,1,0,0,0,0,0
0,303.1,312.4,1407,41.2,107,0,1,0,0,0,0,0
1,298.8,309.0,1592,38.2,169,0,1,0,0,0,0,0
0,302.7,312.3,1346,61.2,170,0,0,0,0,1,0,0
1,302.2,311.2,1561,34.9,106,0,1,0,0,0,0,0
2,301.2,310.7,1656,26.2,64,0,1,0,0,0,0,0
0,297.4,308.6,1678,32.3,180,0,1,0,0,0,0,0
1,297.6,308.3,1538,40.2,0,0,1,0,0,0,0,0
0,299.5,309.3,1442,46.2,5,0,1,0,0,0,0,0
1,299.5,310.8,1507,40.2,156,0,1,0,0,0,0,0
1,298.5,308.3,1440,43.6,5,0,1,0,0,0,0,0
1,301.8,309.5,1732,30.1,220,0,1,0,0,0,0,0
1,299.5,309.0,1701,28.6,98,0,1,0,0,0,0,0
1,297.0,308.1,1363,45.3,196,0,1,0,0,0,0,0
0,299.6,310.2,1469,47.0,15,0,1,0,0,0,0,0
0,303.0,312.6,1451,42.1,125,0,1,0,0,0,0,0
1,300.7,310.5,1863,22.2,111,0,1,0,0,0,0,0
0,299.0,310.4,1365,49.1,226,0,0,1,0,0,0,1
2,297.3,308.7,1438,46.2,16,0,1,0,0,0,0,0
0,298.1,308.0,1697,31.0,164,0,1,0,0,0,0,0
1,301.7,310.5,1625,35.9,121,0,1,0,0,0,0,0
0,296.8,308.0,1536,40.4,217,0,1,0,0,0,0,0
0,301.5,310.5,1372,44.0,203,0,1,0,0,0,0,0
1,297.8,309.0,1434,43.3,96,0,1,0,0,0,0,0
0,300.5,309.7,1580,42.8,196,0,1,0,0,0,0,0
1,298.3,309.0,1505,41.3,93,0,1,0,0,0,0,0
1,298.9,309.8,1363,50.6,115,0,1,0,0,0,0,0
1,299.3,310.5,1404,47.5,12,0,1,0,0,0,0,0
0,297.4,308.4,1531,41.5,213,0,1,0,0,0,0,0
0,299.5,310.8,1374,48.3,154,0,1,0,0,0,0,0
1,297.0,307.7,1261,51.1,130,0,1,0,0,0,0,0
0,297.8,307.2,1498,38.1,188,0,1,0,0,0,0,0
1,300.5,309.8,1508,37.8,150,0,1,0,0,0,0,0
0,302.7,312.4,1423,51.9,60,0,1,0,0,0,0,0
1,302.6,311.7,1430,51.7,32,0,1,0,0,0,0,0
1,300.2,310.0,1664,30.7,179,0,1,0,0,0,0,0
1,304.1,313.3,1494,39.0,49,0,1,0,0,0,0,0
0,297.6,308.7,1476,39.0,44,0,1,0,0,0,0,0
0,300.0,310.2,1760,26.9,193,0,1,0,0,0,0,0
0,302.7,312.4,1477,46.3,251,0,0,1,0,0,0,1
0,302.8,312.4,1529,36.8,237,0,1,0,0,0,0,0
0,298.2,308.8,1540,34.8,32,0,1,0,0,0,0,0
0,299.3,308.4,1406,47.4,3,0,1,0,0,0,0,0
1,296.7,307.4,1533,32.5,182,0,1,0,0,0,0,0
1,298.6,309.5,1566,38.1,89,0,1,0,0,0,0,0
1,297.3,308.4,1599,32.9,58,0,1,0,0,0,0,0
1,297.6,308.5,1466,39.7,34,0,1,0,0,0,0,0
0,301.5,310.7,1568,33.1,38,0,1,0,0,0,0,0
1,301.0,310.7,1493,48.1,145,0,1,0,0,0,0,0
2,299.9,311.2,1364,49.6,50,0,1,0,0,0,0,0
1,299.0,310.0,2049,19.5,111,0,1,0,0,0,0,0
0,301.0,311.0,1804,25.8,174,0,1,0,0,0,0,0
0,297.1,308.2,1347,50.8,49,0,1,0,0,0,0,0
0,300.8,311.4,1536,40.9,22,0,1,0,0,0,0,0
1,302.9,312.3,1339,52.1,145,0,1,0,0,0,0,0
0,300.0,309.0,2174,16.9,112,0,1,0,0,0,0,0
0,300.2,309.4,1981,21.4,44,0,1,0,0,0,0,0
0,301.3,310.0,1344,54.8,186,0,1,0,0,0,0,0
0,299.7,309.3,1417,54.6,131,0,1,0,0,0,0,0
1,301.6,310.6,1924,23.6,181,0,1,0,0,0,0,0
1,297.6,308.5,1848,23.7,37,0,1,0,0,0,0,0
1,301.3,310.0,1593,30.8,210,0,1,0,0,0,0,0
0,300.5,310.5,1564,38.2,199,0,1,0,0,0,0,0
0,298.8,309.8,1557,37.2,139,0,1,0,0,0,0,0
0,298.8,308.7,1450,43.4,66,0,1,0,0,0,0,0
1,301.5,310.6,1492,43.0,100,0,1,0,0,0,0,0
0,298.2,308.1,1532,42.5,154,0,1,0,0,0,0,0
1,298.0,308.9,1339,51.4,68,0,1,0,0,0,0,0
0,303.6,311.7,1491,39.8,92,0,1,0,0,0,0,0
0,297.1,308.4,1693,29.5,100,0,1,0,0,0,0,0
0,297.1,307.8,1477,36.6,177,0,1,0,0,0,0,0
0,301.7,310.7,1493,51.1,87,0,1,0,0,0,0,0
0,298.9,310.1,1602,38.2,58,0,1,0,0,0,0,0
1,298.3,308.6,1589,37.1,137,0,1,0,0,0,0,0
2,303.3,312.6,1692,29.0,125,0,1,0,0,0,0,0
0,297.7,308.8,1354,50.2,103,0,1,0,0,0,0,0
1,300.7,310.1,1483,40.2,162,0,1,0,0,0,0,0
0,303.9,313.2,1499,37.4,7,0,1,0,0,0,0,0
0,298.7,309.8,1354,53.3,212,0,0,1,0,0,0,1
0,298.9,310.1,1341,54.5,51,0,1,0,0,0,0,0
1,297.5,308.4,1505,37.2,215,0,1,0,0,0,0,0
2,298.2,308.3,1824,24.2,49,0,1,0,0,0,0,0
0,301.9,309.7,1424,42.8,140,0,1,0,0,0,0,0
1,297.3,308.7,1451,43.8,24,0,1,0,0,0,0,0
0,299.3,308.6,1422,48.9,83,0,1,0,0,0,0,0
1,303.4,312.7,1576,49.9,28,0,1,0,0,0,0,0
1,300.7,311.9,1366,55.1,36,0,1,0,0,0,0,0
2,302.2,311.6,1594,36.8,82,0,1,0,0,0,0,0
0,301.9,310.9,1486,40.3,6,0,1,0,0,0,0,0
0,299.0,310.4,1512,38.8,109,0,1,0,0,0,0,0
2,301.2,312.4,1395,47.8,90,0,1,0,0,0,0,0
2,302.2,311.3,1758,26.4,4,0,1,0,0,0,0,0
1,298.9,309.0,1924,22.6,193,0,1,0,0,0,0,0
1,297.5,309.4,1831,26.6,105,0,1,0,0,0,0,0
0,296.9,308.0,1521,34.5,84,0,1,0,0,0,0,0
1,300.1,309.4,1349,56.2,127,0,1,0,0,0,0,0
0,297.4,308.3,1854,21.8,24,0,1,0,0,0,0,0
0,297.4,308.4,1525,38.7,62,0,1,0,0,0,0,0
0,299.1,310.1,1894,24.2,22,0,1,0,0,0,0,0
0,301.0,310.9,1492,44.6,15,0,1,0,0,0,0,0
0,298.8,309.7,1424,49.6,129,0,1,0,0,0,0,0
0,301.8,310.0,1493,40.3,185,0,1,0,0,0,0,0
0,302.1,311.2,1369,50.8,164,0,1,0,0,0,0,0
0,297.2,308.6,1917,24.1,54,0,1,0,0,0,0,0
1,295.6,306.2,1584,33.6,81,0,1,0,0,0,0,0
2,300.2,311.5,1426,44.3,73,0,1,0,0,0,0,0
2,298.3,308.6,1432,49.5,91,0,1,0,0,0,0,0
0,298.8,310.0,1403,45.6,185,0,1,0,0,0,0,0
1,302.1,311.1,1605,37.6,171,0,1,0,0,0,0,0
0,298.2,307.9,1429,49.4,141,0,1,0,0,0,0,0
1,299.5,309.2,1497,40.9,169,0,1,0,0,0,0,0
0,302.2,311.0,1463,46.8,150,0,1,0,0,0,0,0
0,298.3,308.9,1695,30.7,174,0,1,0,0,0,0,0
